Ticker,Avg Return,Expected Return,Beta,20-Year Risk adj,Market Cap,Sector
SPGI,0.1938389424324818,0.11066399999999998,1.152,4.121184759910689,140463947776,Financial Services
SPH,-0.013136747076567534,0.070137,0.441,1.0609791056001265,1198298752,Utilities
SPLP,0.0841751373460935,0.121095,1.335,4.812704686611151,754552128,Industrials
SPNS,0.1686839067507817,0.11465399999999999,1.222,4.3815779141745494,1894928768,Technology
SPNT,-0.022289569531785958,0.09869399999999999,0.942,3.35225840383618,2096928640,Financial Services
SPOK,0.026487083316063753,0.062898,0.314,-0.07829476550422157,295182304,Healthcare
SPR,-0.0004733245025185795,0.14754299999999998,1.799,6.82017145565952,3825236480,Industrials
SPSC,0.2001140729962334,0.092082,0.826,2.918553770535232,6956555264,Technology
SPTN,0.010257500988272827,0.069168,0.424,0.9392308719207081,625981504,Consumer Defensive
SPWH,-0.11427180242382351,0.086724,0.732,2.54817292425693,95123952,Consumer Cyclical
SPWR,-0.19231150319344348,0.148056,1.808,6.8640976893464964,531695296,Technology
SPXC,0.18214998506900493,0.113742,1.206,4.321685263193373,6525911552,Industrials
SPXX,0.06455254580422665,0.09932099999999999,0.953,3.392672735619414,290053984,Financial Services
SQM,0.06803059736292849,0.105876,1.068,3.812919254243665,11848264704,Basic Materials
SQNS,-0.2319540623397649,0.056285999999999996,0.198,-2.1312844419268355,30969450,Technology
SR,0.04898192593448569,0.074697,0.521,1.5590308272899907,3470654720,Utilities
SRCE,0.0706056104442061,0.089973,0.789,2.7755651446572025,1270525696,Financial Services
SRCL,-0.06913239571486818,0.10667399999999999,1.082,3.8640935235720324,5368944128,Industrials
SRDX,0.0728777718770457,0.112089,1.177,4.2137190518610455,598550976,Healthcare
SRE,0.08875495317407744,0.087807,0.751,2.6250894720960223,48058327040,Utilities
SRI,0.0414458459700735,0.12417299999999999,1.389,5.024781460565918,436098112,Consumer Cyclical
SRL,-0.14753207383951505,0.120069,1.317,4.742954926657918,107313448,Financial Services
SRPT,0.17825696551167658,0.09932099999999999,0.953,3.392672735619414,14930979840,Healthcare
SSB,0.03767369301696877,0.08541299999999999,0.709,2.4533013609281453,5675393024,Financial Services
SSBI,0.045750117853813776,0.07919999999999999,0.6,1.9677927753221274,63838380,Financial Services
SSD,0.18286366169591628,0.12024,1.32,4.754548933212294,7238933504,Basic Materials
SSKN,-0.3297587618481669,0.12947399999999998,1.482,5.401194278941544,10903940,Healthcare
SSL,-0.1720208123605529,0.169146,2.178,8.88838916136391,4761572864,Basic Materials
SSNC,0.1155642247673121,0.122976,1.368,4.941783322169857,15378544640,Technology
SSP,-0.15787384285376727,0.14492099999999997,1.753,6.599108993542458,235676400,Communication Services
SSRM,-0.058387152746964155,0.09162599999999999,0.818,2.887890577473587,919885696,Basic Materials
SSSS,-0.022609059938759946,0.12633899999999998,1.427,5.17677547482127,92245536,Financial Services
SSTK,-0.0655348178684827,0.10883999999999999,1.12,4.003348611012081,1372798336,Communication Services
SSY,-0.04854038909080116,0.12200699999999999,1.351,4.875088409835713,5350856,Healthcare
SSYS,-0.225420489023603,0.12035399999999999,1.322,4.76228507359974,590991616,Technology
ST,-0.02036071779115589,0.11932799999999999,1.304,4.69285351879447,5616535040,Technology
STAA,0.1115049493569571,0.08233499999999999,0.655,2.221343698059031,2297861632,Healthcare
STAF,-0.638860686266361,0.07885799999999998,0.594,1.938815540629499,1484194,Industrials
STAG,0.08399936002788588,0.10667399999999999,1.082,3.8640935235720324,6533337088,Real Estate
STBA,0.05116155638026809,0.08946,0.78,2.7402915045029395,1245725696,Financial Services
STC,0.08741843982983943,0.11351399999999999,1.202,4.306749654581277,1685720192,Financial Services
STCN,-0.09127874918181345,0.055430999999999994,0.183,-2.568436650824367,80889944,Communication Services
STE,0.16193086727085237,0.093564,0.852,3.017376906844986,21395787776,Healthcare
STEW,0.05434308265019849,0.098523,0.939,3.341222623649177,1405551744,Financial Services
STGW,-0.0985920696020054,0.13716899999999999,1.617,5.9771481762903305,1781979648,Communication Services
STKL,-0.0843559895743109,0.14611799999999997,1.774,6.699321068042856,651420352,Consumer Defensive
STLA,0.14784092489508405,0.12246299999999999,1.359,4.90642037789254,58550042624,Consumer Cyclical
STLD,0.23891385049649805,0.12536999999999998,1.41,5.108482447902845,19649480704,Basic Materials
STM,0.17566362104056377,0.12075299999999999,1.329,4.78940486392084,35367792640,Technology
STN,0.11810551418797122,0.093336,0.848,3.002250299626885,9655375872,Industrials
STNG,0.016429106547634964,0.056058,0.194,-2.2416213676254966,4505098752,Energy
STRA,0.08348368427332598,0.077433,0.569,1.8147757842314876,2677404928,Consumer Defensive
STRL,0.2932291386455903,0.113685,1.205,4.317949988802783,3682941440,Industrials
STRM,-0.20105975106730423,0.13500299999999998,1.579,5.811150359176351,29774400,Healthcare
STRR,-0.3060683417485798,0.054063,0.159,-3.429872838507322,13889045,Healthcare
STRS,0.04713394192607523,0.115281,1.233,4.422899950707526,203051504,Real Estate
STRT,-0.0836358329667436,0.1077,1.1,3.929981430047132,104821280,Consumer Cyclical
STT,0.02652183519709883,0.130272,1.496,5.4592077253282785,22006972416,Financial Services
STWD,0.04913533148155946,0.14252700000000001,1.711,6.402147027339856,6238341632,Real Estate
STX,0.10606712943118124,0.104964,1.052,3.7544891479958338,21859854336,Technology
STXS,-0.06454725505845593,0.131982,1.526,5.584801141853322,145452032,Healthcare
STZ,0.12263158240776639,0.095445,0.885,3.1412535550489693,46825390080,Consumer Defensive
SU,0.020758491353177755,0.130329,1.497,5.463365863543985,48983105536,Energy
SUI,0.11839138352985712,0.095274,0.882,3.130053694342662,15607439360,Real Estate
SUN,0.10060715458498781,0.11813099999999999,1.283,4.612382797846546,7694767616,Energy
SUP,-0.14641242706208768,0.23828699999999997,3.391,20.182307004250333,94094656,Consumer Cyclical
SUPN,0.09810206203072314,0.09801,0.93,3.3080764196549497,1477159424,Healthcare
SUZ,0.11526016518155235,0.07293,0.49,1.3785789936550277,13370811392,Basic Materials
SVC,-0.12718791372141225,0.16886099999999998,2.173,8.857870895883057,812224000,Real Estate
SVT,0.06321374667999713,0.074355,0.515,1.5251502366706762,30584040,Industrials
SWBI,0.027047135078222206,0.10450799999999999,1.044,3.725288683398376,673369408,Industrials
SWK,0.007189841535041319,0.11870099999999999,1.293,4.650632558173018,12533444608,Industrials
SWKH,0.03484935678110168,0.065121,0.353,0.33979169112389696,205550096,Financial Services
SWKS,0.09547786193720698,0.11567999999999999,1.24,4.4492605966448355,16943203328,Technology
SWN,-0.17491455719574345,0.109011,1.123,4.014370587095977,7411151872,Energy
SWX,0.05593171618554171,0.067173,0.389,0.6646370989839169,5188843008,Utilities
SWZ,0.03208134458517997,0.09282299999999999,0.839,2.968116441455027,104834944,Financial Services
SXC,-0.05730041457843338,0.10952399999999998,1.132,4.047465946844831,802080320,Basic Materials
SXI,0.08607260432373876,0.10559099999999999,1.063,3.794654604517439,1899814912,Industrials
SXT,0.0482144711351109,0.088947,0.771,2.704800769794791,3146440960,Basic Materials
SYBT,0.11810855183254909,0.09344999999999999,0.85,3.009816893994411,1445518208,Financial Services
SYK,0.16037503848279755,0.097725,0.925,3.2896348737738057,129728724992,Healthcare
SYNA,-0.000938855369099767,0.129531,1.483,5.405325774783615,3431937792,Technology
SYPR,-0.10267041657020293,0.09698399999999999,0.912,3.241586819864528,43270788,Consumer Cyclical
SYY,0.08998469875680071,0.11168999999999998,1.17,4.187762475345832,36088758272,Consumer Defensive
T,0.028422091208861966,0.086952,0.736,2.564469400605757,134440681472,Communication Services
TAC,-0.025580059008959544,0.095502,0.886,3.1449843584467327,2138313088,Utilities
TACT,-0.07149481938317115,0.14697299999999996,1.789,6.771626656074,38180556,Technology
TAIT,0.13760407136369013,0.075153,0.529,1.6034877047871823,16196975,Technology
TAK,-0.03418958272543238,0.074013,0.509,1.4907884158049747,40918241280,Healthcare
TAL,0.0900066103189987,0.047792999999999995,0.049,-17.70931648323986,6435613696,Consumer Defensive
TAOP,-0.4428385302087121,0.081366,0.638,2.1451028160137393,3265162,Technology
TAP,-0.021443593963197727,0.091968,0.824,2.91090003976628,10748141568,Consumer Defensive
TATT,0.09971943451793086,0.09384899999999999,0.857,3.0362488021308045,149587744,Industrials
TAYD,0.16637604153518581,0.102627,1.011,3.604858121617683,129760680,Industrials
TBBK,0.1233805612304939,0.12611099999999997,1.423,5.160662527212543,1888893952,Financial Services
TBI,-0.09668778739548478,0.13107,1.51,5.517597909816644,305084608,Industrials
TBNK,-0.06754639702260401,0.082449,0.657,2.2302014519578828,69774696,Financial Services
TBPH,-0.13214624303558886,0.05856599999999999,0.238,-1.2195232544741912,405114560,Healthcare
TBRG,-0.16570946717894175,0.08262,0.66,2.243445841195436,152474160,Healthcare
TCBI,0.011456376299960436,0.111063,1.159,4.147048461084718,2781924352,Financial Services
TCBK,0.06615580794923481,0.076806,0.558,1.7583618896620796,1264939904,Financial Services
TCI,0.07181143656689581,0.075837,0.541,1.6687182634604238,243888000,Real Estate
TCOM,0.0511806715784644,0.070137,0.441,1.0609791056001265,30927677440,Consumer Cyclical
TCPC,0.02046444926095914,0.13078499999999998,1.505,5.496700518935609,927807552,Financial Services
TCRT,-0.36116670789016536,0.027729,-0.303,5.556437826532308,11529000,Healthcare
TCS,-0.3155245201514638,0.10821299999999999,1.109,3.9629736278119263,30652022,Consumer Cyclical
TCTM,-0.31751757801398894,0.013364999999999995,-0.555,3.7974642643134793,12433369,Consumer Defensive
TCX,0.03616033809047248,0.094362,0.866,3.0701210492607225,204011536,Technology
TD,0.0393563823545533,0.091113,0.809,2.8532351105533666,96800555008,Financial Services
TDC,-0.01952429590600835,0.09230999999999999,0.83,2.933837773063452,3349688064,Technology
TDF,-0.0017992698735042056,0.074754,0.522,1.5646320960615665,202064208,Financial Services
TDG,0.26157993141907476,0.12451499999999999,1.395,5.048623003857863,72110923776,Industrials
TDS,-0.004051889090247007,0.093564,0.852,3.017376906844986,2277675264,Communication Services
TDW,-0.2491395857025095,0.114711,1.223,4.3853294352109,4971254784,Energy
TDY,0.14995743526517846,0.10439399999999999,1.042,3.7179895501649027,18324529152,Technology
TECH,0.15159841340527613,0.11870099999999999,1.293,4.650632558173018,11317753856,Healthcare
TECK,0.0921718996329619,0.12400199999999999,1.386,5.0128822499303825,24937525248,Basic Materials
TEF,-0.08057893970553753,0.08450099999999999,0.693,2.386025360922123,24550361088,Communication Services
TEI,-0.030380582372439124,0.080682,0.626,2.090197708535249,252671936,Financial Services
TEL,0.11021172266881729,0.12177899999999998,1.347,4.859457777739018,45539168256,Technology
TELL,-0.26167825113621535,0.18579,2.47,10.849647767056744,634361792,Energy
TENX,-0.6557148255068159,0.17057099999999997,2.203,9.042424088668248,5835555,Healthcare
TEO,-0.06935177273308768,0.09573,0.89,3.1598954450249264,3564124672,Communication Services
TER,0.23279930969737817,0.13107,1.51,5.517597909816644,23037448192,Technology
TEVA,-0.1012835498162058,0.09687,0.91,3.2341810289384925,18729242624,Healthcare
TEX,0.03757855539703403,0.137283,1.619,5.985974194354489,3579014144,Industrials
TFC,0.02159117016072276,0.10485,1.05,3.747188341726457,50633703424,Financial Services
TFII,0.21969461687989678,0.125883,1.419,5.144576806667061,11992708096,Industrials
TFSL,0.017432289696967196,0.085641,0.713,2.469950279693459,3492044800,Financial Services
TFX,0.07589855472090234,0.11111999999999998,1.16,4.150746083871495,9761071104,Healthcare
TG,-0.10396958718111338,0.09401999999999999,0.86,3.0475531399950917,154147488,Industrials
TGB,0.009493868949269846,0.159171,2.003,7.874573720163372,713604864,Basic Materials
TGI,-0.13993200974514775,0.189438,2.534,11.331006968700096,1170449024,Industrials
TGLS,0.17638035558836673,0.14697299999999996,1.789,6.771626656074,2331976192,Basic Materials
TGNA,0.00533448448757512,0.074583,0.519,1.5477896266153637,2313412096,Communication Services
TGS,0.23012599554351554,0.08752199999999999,0.746,2.6049666071335627,3963145472,Energy
TGT,0.12041778266850756,0.113343,1.199,4.295557463724407,67878100992,Consumer Defensive
TGTX,0.060990562694144934,0.17609999999999998,2.3,9.66362457533743,2774047232,Healthcare
THC,0.11204218416478828,0.16612499999999997,2.125,8.569692976193219,13509559296,Healthcare
THFF,0.03148945563087291,0.073443,0.499,1.43239714339986,422826656,Financial Services
THG,0.09276997576706658,0.08518499999999998,0.705,2.4365860292383608,4440745472,Financial Services
THM,-0.03697082906831517,0.114198,1.214,4.351601005007518,98648336,Basic Materials
THO,0.06392828083470237,0.143553,1.729,6.486002801604566,4886217728,Consumer Cyclical
THR,0.01445924425704459,0.109581,1.133,4.051146044056439,1028323584,Industrials
THRM,0.01431124633808567,0.12947399999999998,1.482,5.401194278941544,1552815232,Consumer Cyclical
THS,-0.07343465198241617,0.059364,0.252,-0.9636730076980873,1916743936,Consumer Defensive
THTX,-0.018770598820358253,0.148968,1.824,6.94274692896882,64586628,Healthcare
TILE,-0.015257796191566975,0.15957,2.01,7.913071810155131,850927296,Industrials
TIMB,-0.055668046055082354,0.070023,0.439,1.0470031436804013,7098450432,Communication Services
TIPT,0.0639663406740294,0.118644,1.292,4.646801950981352,605118208,Financial Services
TISI,-0.3186391430789819,0.148968,1.824,6.94274692896882,37087680,Industrials
TITN,0.004030341349706701,0.12462899999999999,1.397,5.056583056246892,364628448,Industrials
TJX,0.1649161816723128,0.09487499999999999,0.875,3.1038758055608286,124938084352,Consumer Cyclical
TK,-0.15243218078640752,0.078744,0.592,1.9290914295859793,833405632,Energy
TKC,-0.02427094749905445,0.087009,0.737,2.5685346462815835,6626386432,Communication Services
TKR,0.07179100083698486,0.130386,1.498,5.46752592686006,5627366400,Industrials
TLF,-0.06812014147004919,0.089346,0.778,2.7324238803422594,37136708,Consumer Cyclical
TLK,0.014997467688313781,0.060105,0.265,-0.7479955131626549,18264205312,Communication Services
TLPH,-0.41808968898543386,0.06483599999999999,0.348,0.2905021111867408,15463630,Healthcare
TLYS,0.006576964804541063,0.131184,1.512,5.525970587254555,160335456,Consumer Cyclical
TM,0.08075486047500502,0.071448,0.464,1.2156520418742425,277250277376,Consumer Cyclical
TMHC,0.09947153921682239,0.155352,1.936,7.514184968274218,5842403328,Consumer Cyclical
TMO,0.1688852970568202,0.090258,0.794,2.7950723652435476,210241552384,Healthcare
TMP,0.019257775167649926,0.084102,0.686,2.3562310033024993,671105664,Financial Services
TMQ,-0.08986364933266144,0.11716199999999999,1.266,4.547638004758125,71675888,Basic Materials
TMUS,0.1862270940421331,0.07332899999999999,0.497,1.4205439446973729,208489791488,Communication Services
TNC,0.04605333966694869,0.10348199999999999,1.026,3.6596026701609397,1856652544,Industrials
TNDM,-0.13130090121064875,0.11756099999999998,1.273,4.574255827960287,2611353600,Healthcare
TNET,0.15535822565881263,0.113172,1.196,4.284373299858345,5068009984,Industrials
TNK,0.09991729944122163,0.031263,-0.241,6.476304706280008,2417908480,Energy
TNL,0.05011071799790123,0.13904999999999998,1.65,6.123952742280768,3125617408,Consumer Cyclical
TNP,0.007933656714740112,0.037533,-0.131,10.093383669197852,868644864,Energy
TNXP,-0.8448734030179609,0.16886099999999998,2.173,8.857870895883057,2887781,Healthcare
TOL,0.1278760936288421,0.13916399999999998,1.652,6.132931466021754,11822199808,Consumer Cyclical
TOMZ,-0.0839340799712226,-0.11300399999999998,-2.772,1.1979947214152644,19931254,Industrials
TOON,-0.36849927189844545,0.191604,2.572,11.626449039228795,41356872,Communication Services
TOPS,-0.9137057432269367,0.14076,1.68,6.259635473473737,51026984,Energy
TOUR,-0.24672230420426589,0.136656,1.608,5.9375429196758525,112699864,Consumer Cyclical
TOVX,-0.5400746928330629,0.123831,1.383,5.000997297006916,4200136,Healthcare
TOWN,0.07265376303060966,0.097896,0.928,3.300702215613884,2024268928,Financial Services
TPC,-0.03114684911640697,0.130899,1.507,5.50505360937669,1147638272,Industrials
TPCS,0.1860285840701683,0.06318299999999999,0.319,-0.019981389791562127,33569516,Industrials
TPH,0.08435416021518516,0.133521,1.553,5.6993791143946275,3537520640,Consumer Cyclical
TPHS,-0.3271075825855616,0.043233,-0.031,34.84718818420356,7922552,Real Estate
TPL,0.3240713252064231,0.13722600000000001,1.618,5.9815600511729965,16870835200,Energy
TPR,0.04596010034920606,0.13768199999999997,1.626,6.016936940859207,9560854528,Consumer Cyclical
TPST,-0.49505343802543345,-0.105309,-2.637,1.2528269509822276,48211544,Healthcare
TPVG,0.026518590657372387,0.147828,1.804,6.844547191325139,309200992,Financial Services
TPX,0.12353873568430163,0.137967,1.631,6.039121844207287,7983277056,Consumer Cyclical
TR,0.040892855259926364,0.053606999999999995,0.151,-3.7751561266168463,2137318656,Consumer Defensive
TRAK,0.02725811316865756,0.08775,0.75,2.6210714143511638,272811776,Technology
TRAW,-0.6364578002372401,0.12206399999999999,1.352,4.87899973069185,11385450,Healthcare
TRC,-0.05655596276498798,0.07971299999999999,0.609,2.0107281337868477,450732256,Industrials
TREE,0.03396110181479339,0.166752,2.136,8.634974725107009,528186496,Financial Services
TREX,0.2639815931973115,0.134091,1.563,5.7421984192624995,8078063616,Industrials
TRGP,0.04232157564505257,0.17091299999999998,2.209,9.079753864838471,28508370944,Energy
TRI,0.1934734042581574,0.06848399999999999,0.412,0.8489824315697937,76916908032,Industrials
TRIB,-0.3305891376945821,0.111519,1.167,4.176649759966166,19688260,Healthcare
TRIP,-0.15406054154601523,0.12645299999999998,1.429,5.184842221021154,2433221632,Consumer Cyclical
TRMB,0.041032750493493975,0.131355,1.515,5.538544377250346,13534007296,Technology
TRMK,0.04316460504949782,0.08735099999999998,0.743,2.5928532293678925,1791376768,Financial Services
TRN,0.018042473592077002,0.125199,1.407,5.096481004870345,2428068096,Industrials
TRNO,0.1416617795920616,0.096585,0.905,3.2156493280913305,5709409792,Real Estate
TRNS,0.27935230252081067,0.083874,0.682,2.3391016015447477,1091126144,Industrials
TROO,-0.13107516965299215,0.134718,1.574,5.789544023376804,215387744,Technology
TROW,0.05788851035086173,0.127023,1.439,5.225279667243313,25775519744,Financial Services
TROX,-0.024903415704863652,0.148854,1.822,6.932876412473024,2459131648,Basic Materials
TRP,0.022448988289857086,0.089061,0.773,2.712707011448245,40123609088,Energy
TRS,-0.016176962866454203,0.084615,0.695,2.394496544257019,1032589184,Consumer Cyclical
TRST,0.008674823001756593,0.093165,0.845,2.990887845839745,528688096,Financial Services
TRT,0.06405423686739309,0.10080299999999999,0.979,3.4879382866508832,26649380,Technology
TRUE,-0.13634573931875016,0.14668799999999999,1.784,6.747456916345313,276837664,Communication Services
TRV,0.10044829953003043,0.080853,0.629,2.1040127795861014,47390097408,Financial Services
TRVN,-0.4629655835591012,0.10559099999999999,1.063,3.794654604517439,3943315,Healthcare
TRX,-0.15366981701691163,0.050129999999999994,0.09,-8.35376128652316,111610624,Basic Materials
TS,-0.01886905407946826,0.12935999999999998,1.48,5.392936926898295,17118879744,Energy
TSAT,-0.19793188562928143,0.17706899999999998,2.317,9.77649043305519,391136032,Technology
TSBK,0.11704658791142242,0.08524199999999998,0.706,2.4407711753849775,210672432,Financial Services
TSCO,0.16678525892849883,0.091968,0.824,2.91090003976628,28844564480,Consumer Cyclical
TSE,-0.18307497862703492,0.14018999999999998,1.67,6.214167717123176,87529616,Basic Materials
TSEM,0.1560738947524114,0.096186,0.898,3.1896616390173844,4281748480,Technology
TSI,0.022971212629502746,0.06637499999999999,0.375,0.5441115727442684,227458512,Financial Services
TSLA,0.2897512116385885,0.177126,2.318,9.783167805423078,629611823104,Consumer Cyclical
TSLX,0.10446500026300587,0.10410899999999998,1.037,3.699742883054555,1979606144,Financial Services
TSM,0.2659116229295986,0.115224,1.232,4.41913831283222,890105757696,Technology
TSN,0.06073742663928794,0.08746499999999999,0.745,2.600932160221803,20094050304,Consumer Defensive
TSRI,0.17474060614678244,0.08643899999999999,0.727,2.527720831819288,29016648,Technology
TT,0.23072290688873265,0.11385599999999998,1.208,4.329158582066416,75522342912,Industrials
TTC,0.12579467881769402,0.083076,0.668,2.2785226118721127,9576143872,Industrials
TTE,0.00747091627088925,0.087921,0.753,2.633115954765884,156484485120,Energy
TTEC,-0.13814889648320638,0.108441,1.113,3.9776486048490565,264418032,Technology
TTEK,0.2384971874106956,0.100575,0.975,3.4733017881290063,11504594944,Industrials
TTGT,0.1412431643387979,0.10713,1.09,3.893362546212123,869875840,Communication Services
TTI,-0.10345505862205373,0.16179299999999996,2.049,8.130584578047648,448495392,Energy
TTMI,0.09140344214725005,0.11858699999999998,1.291,4.64297260496859,1974454400,Technology
TTNP,-0.5477720025998287,0.115509,1.237,4.437956883619208,5073999,Healthcare
TTP,-0.07417044479168589,0.152331,1.883,7.23910855976618,71063600,Financial Services
TTSH,-0.06402151281673996,0.12417299999999999,1.389,5.024781460565918,305004480,Consumer Cyclical
TTWO,0.22120132695121852,0.09293699999999999,0.841,2.9757139191472866,27472128000,Communication Services
TU,0.014536659125229612,0.083874,0.682,2.3391016015447477,22484162560,Communication Services
TUP,-0.3162047910082032,0.21189599999999997,2.928,14.783889312142817,66538756,Consumer Cyclical
TURN,-0.09388940834909687,0.09179699999999999,0.821,2.89940446591941,36600368,Financial Services
TV,-0.2222897591006141,0.11887199999999999,1.296,4.662131983425734,1505014016,Communication Services
TVTX,-0.031979464766904164,0.089289,0.777,2.728486005441794,630348096,Healthcare
TWI,-0.0777348708302853,0.15284399999999998,1.892,7.285216768524711,499893024,Industrials
TWIN,-0.09577236564037117,0.082962,0.666,2.26978578720772,162359408,Industrials
TWN,0.1379645429527825,0.10428,1.04,3.710690708994096,315324448,Financial Services
TWO,-0.13511248319428582,0.15067799999999998,1.854,7.0921741619828245,1358876288,Real Estate
TWOU,-0.3672055669710066,0.093165,0.845,2.990887845839745,14391292,Consumer Defensive
TX,0.07569029908721192,0.139677,1.661,6.173452944935492,7320325632,Basic Materials
TXMD,-0.39210469830316297,0.10388099999999999,1.033,3.685146324817302,20066376,Healthcare
TXN,0.17230767394240387,0.101487,0.991,3.531814287401975,176114515968,Technology
TXRH,0.2201880151361546,0.10285499999999999,1.015,3.6194586482117894,11626240000,Consumer Cyclical
TXT,0.08739652049248892,0.11835899999999999,1.287,4.627667759244052,16464951296,Industrials
TY,0.08309764730584335,0.09977699999999999,0.961,3.4220202281356986,1603056640,Financial Services
TYG,-0.10553711111448982,0.16538399999999998,2.112,8.49311428951298,370312576,Financial Services
TYL,0.1852272970799307,0.08718,0.74,2.580709430393266,20964851712,Technology
TZOO,-0.08975372951934657,0.140703,1.679,6.255077771207885,98758920,Communication Services
UAA,-0.1341069624240554,0.141843,1.699,6.346698157991497,2942287360,Consumer Cyclical
UAL,0.014372499127490723,0.129189,1.477,5.38056495341486,15848305664,Industrials
UAMY,-0.1529138655450738,0.08757899999999999,0.747,2.6089977356909215,36099340,Basic Materials
UAN,-0.04618903241068828,0.12149399999999999,1.342,4.83995219895835,800541504,Basic Materials
UAVS,-0.5907171962829212,0.250371,3.603,23.269714128815504,5811879,Technology
UBCP,0.07627830584613648,0.0678,0.4,0.7547835018081672,72389504,Financial Services
UBFO,0.052341424061471686,0.078801,0.593,1.9339576067007689,126574112,Financial Services
UBS,0.09718718115969804,0.10308299999999998,1.019,3.6340574789477817,94950170624,Financial Services
UBSI,0.027782666466795503,0.102684,1.012,3.6085084364783477,4305992704,Financial Services
UCBI,0.058393258790097935,0.09812399999999999,0.932,3.3154474908972564,3002353408,Financial Services
UCTT,0.18323519023753598,0.165213,2.109,8.475529722506591,2128090624,Technology
UDR,0.06530936779069862,0.090486,0.798,2.810634021404294,15368578048,Real Estate
UEC,0.1312081007729815,0.150393,1.849,7.067089778523919,2655091712,Energy
UEIC,-0.13249375611981418,0.109467,1.131,4.043786430070516,148243056,Technology
UFCS,-0.010852277916960973,0.068256,0.408,0.818039761259695,531466880,Financial Services
UFI,-0.1446733866340031,0.08854799999999999,0.764,2.6770385550407783,104763608,Consumer Cyclical
UFPI,0.22174994326576747,0.127479,1.447,5.25775556119954,6748466176,Basic Materials
UFPT,0.2603363043726741,0.099891,0.963,3.4293518029213277,1976455296,Healthcare
UG,-0.06636774652358446,0.087693,0.749,2.617050119090415,42635288,Consumer Defensive
UGI,-0.016391281851438566,0.11077799999999999,1.154,4.128570925762352,4756323328,Utilities
UGP,-0.08705437699077423,0.107301,1.093,3.904344193682277,4503202816,Energy
UHAL,0.1268692307643733,0.107586,1.098,3.922654518955235,11707531264,Industrials
UHS,0.0735497933773479,0.118644,1.292,4.646801950981352,12820957184,Healthcare
UHT,0.02066395831006962,0.09179699999999999,0.821,2.89940446591941,535722624,Real Estate
UI,0.1256453485430853,0.112659,1.187,4.250867795814426,8665932800,Technology
UIS,-0.16435171074991728,0.09367799999999998,0.854,3.0249304386537696,278990848,Technology
UL,0.045598133242289896,0.055430999999999994,0.183,-2.568436650824367,139335876608,Consumer Defensive
ULBI,0.10725796685894151,0.101544,0.992,3.53546863359887,172205984,Industrials
ULH,0.06702058829500102,0.095217,0.881,3.1263178872965476,1054797440,Industrials
ULTA,0.15184966166399594,0.122748,1.364,4.926051348743813,18416144384,Consumer Cyclical
UMBF,0.04141734715080103,0.09156899999999998,0.817,2.8840484777036464,4000452864,Financial Services
UMC,0.17587500313929372,0.11271599999999998,1.188,4.254587213288887,21824821248,Technology
UMH,0.0952661470575229,0.11499599999999999,1.228,4.4041020211532125,1089857024,Real Estate
UNB,0.014894476987039162,0.091227,0.811,2.86095142068329,96131944,Financial Services
UNF,0.05407736433716437,0.09350699999999999,0.851,3.013597716809743,3198422784,Industrials
UNFI,-0.14773058696888175,0.079485,0.605,1.9917226339459575,767164288,Consumer Defensive
UNH,0.20930574015372128,0.07862999999999999,0.59,1.9193341469800933,447712100352,Healthcare
UNM,0.06353161138726504,0.091284,0.812,2.8648062964762824,9603612672,Financial Services
UNP,0.10240846793603042,0.10513499999999999,1.055,3.7654413909479008,136343961600,Industrials
UNTY,0.13934252431211624,0.10490699999999999,1.051,3.7508386800800664,279789728,Financial Services
UONE,-0.07923448348076734,0.081423,0.639,2.1496363195854515,90501096,Communication Services
UONEK,-0.10071664290530524,0.081423,0.639,2.1496363195854515,88046472,Communication Services
UPBD,0.005966164717421174,0.16116599999999998,2.038,8.068710657961757,1645983744,Technology
UPS,0.05324077417885409,0.10194299999999999,0.999,3.561041891449292,116210573312,Industrials
URBN,0.02288934187069236,0.129987,1.491,5.438445807985957,3984409856,Consumer Cyclical
URG,0.025863466176317074,0.11111999999999998,1.16,4.150746083871495,402736128,Energy
URI,0.1963810581955876,0.14452199999999998,1.746,6.56596451644674,41849786368,Industrials
USA,0.09091740060641551,0.108612,1.116,3.9886598906915323,1891862016,Financial Services
USAC,0.10013634551229011,0.115908,1.244,4.46434710425765,2790307072,Energy
USAP,-0.007520383329233327,0.103824,1.032,3.6814972389677374,256671392,Basic Materials
USAS,-0.24123716036774978,0.130899,1.507,5.50505360937669,57157252,Basic Materials
USAU,-0.34063516285220563,0.123204,1.372,4.957539700324579,47314660,Basic Materials
USB,0.013241769357104971,0.10559099999999999,1.063,3.794654604517439,61919055872,Financial Services
USEG,-0.42108341470898314,0.072474,0.482,1.3296720090339864,26045816,Energy
USIO,0.012594967497553178,0.14537699999999998,1.761,6.637146600353169,40439124,Technology
USLM,0.19833268335204068,0.091284,0.812,2.8648062964762824,2059804288,Basic Materials
USM,0.03498437087814943,0.07486799999999999,0.524,1.5757963805470165,4801304576,Communication Services
USNA,0.019470246064653862,0.09801,0.93,3.3080764196549497,867373824,Consumer Defensive
USPH,0.11900906071061979,0.125313,1.409,5.10448031018612,1403141504,Healthcare
UTF,0.05625349689870318,0.10331099999999999,1.023,3.6486550530540773,2167559936,Financial Services
UTG,0.045932059713978735,0.09117,0.81,2.857094363706442,2175902464,Financial Services
UTHR,0.1370421706474494,0.073158,0.494,1.402651165447351,14061074432,Healthcare
